"","male","male_p","age","subject","top_1","top_2","bottom_1","bottom_2","d"
"21176",1,1,23,848,140,140,120,180,0
"21177",1,1,23,848,140,0,120,140,1
"21178",1,1,23,848,140,120,80,80,0
"21179",1,1,23,848,140,100,100,40,0
"21180",1,1,23,848,100,140,100,200,0
"21181",1,1,23,848,80,0,140,100,1
"21182",1,1,23,848,160,40,120,80,0
"21183",1,1,23,848,120,40,140,100,1
"21184",1,1,23,848,140,160,160,120,1
"21185",1,1,23,848,100,100,200,0,1
"21186",1,1,23,848,100,200,100,100,1
"21187",1,1,23,848,80,40,140,100,1
"21188",1,1,23,848,140,20,120,100,1
"21189",1,1,23,848,120,80,100,100,0
"21190",1,1,23,848,100,140,100,60,0
"21191",1,1,23,848,160,0,100,100,0
"21192",1,1,23,848,120,0,140,140,1
"21193",1,1,23,848,120,120,140,40,1
"21194",1,1,23,848,140,140,120,80,0
"21195",1,1,23,848,80,80,140,40,1
"21196",1,1,23,848,120,120,140,80,0
"21197",1,1,23,848,100,20,100,100,1
"21198",1,1,23,848,120,0,140,100,1
"21199",1,1,23,848,160,80,140,160,0
"21200",1,1,23,848,200,0,180,20,0
"21201",0,1,39,849,140,140,120,180,0
"21202",0,1,39,849,140,0,120,140,1
"21203",0,1,39,849,140,120,80,80,0
"21204",0,1,39,849,140,100,100,40,0
"21205",0,1,39,849,100,140,100,200,0
"21206",0,1,39,849,80,0,140,100,1
"21207",0,1,39,849,160,40,120,80,1
"21208",0,1,39,849,120,40,140,100,1
"21209",0,1,39,849,140,160,160,120,0
"21210",0,1,39,849,100,100,200,0,0
"21211",0,1,39,849,100,200,100,100,0
"21212",0,1,39,849,80,40,140,100,1
"21213",0,1,39,849,140,20,120,100,1
"21214",0,1,39,849,120,80,100,100,1
"21215",0,1,39,849,100,140,100,60,0
"21216",0,1,39,849,160,0,100,100,1
"21217",0,1,39,849,120,0,140,140,1
"21218",0,1,39,849,120,120,140,40,0
"21219",0,1,39,849,140,140,120,80,0
"21220",0,1,39,849,80,80,140,40,0
"21221",0,1,39,849,120,120,140,80,0
"21222",0,1,39,849,100,20,100,100,1
"21223",0,1,39,849,120,0,140,100,1
"21224",0,1,39,849,160,80,140,160,1
"21225",0,1,39,849,200,0,180,20,1
"21226",1,1,24,850,140,140,120,180,0
"21227",1,1,24,850,140,0,120,140,1
"21228",1,1,24,850,140,120,80,80,0
"21229",1,1,24,850,140,100,100,40,0
"21230",1,1,24,850,100,140,100,200,0
"21231",1,1,24,850,80,0,140,100,1
"21232",1,1,24,850,160,40,120,80,0
"21233",1,1,24,850,120,40,140,100,1
"21234",1,1,24,850,140,160,160,120,1
"21235",1,1,24,850,100,100,200,0,1
"21236",1,1,24,850,100,200,100,100,1
"21237",1,1,24,850,80,40,140,100,1
"21238",1,1,24,850,140,20,120,100,1
"21239",1,1,24,850,120,80,100,100,0
"21240",1,1,24,850,100,140,100,60,0
"21241",1,1,24,850,160,0,100,100,0
"21242",1,1,24,850,120,0,140,140,1
"21243",1,1,24,850,120,120,140,40,1
"21244",1,1,24,850,140,140,120,80,0
"21245",1,1,24,850,80,80,140,40,1
"21246",1,1,24,850,120,120,140,80,1
"21247",1,1,24,850,100,20,100,100,1
"21248",1,1,24,850,120,0,140,100,1
"21249",1,1,24,850,160,80,140,160,0
"21250",1,1,24,850,200,0,180,20,0
"21251",0,0,42,851,140,140,120,180,0
"21252",0,0,42,851,140,0,120,140,1
"21253",0,0,42,851,140,120,80,80,0
"21254",0,0,42,851,140,100,100,40,0
"21255",0,0,42,851,100,140,100,200,0
"21256",0,0,42,851,80,0,140,100,1
"21257",0,0,42,851,160,40,120,80,1
"21258",0,0,42,851,120,40,140,100,1
"21259",0,0,42,851,140,160,160,120,0
"21260",0,0,42,851,100,100,200,0,0
"21261",0,0,42,851,100,200,100,100,1
"21262",0,0,42,851,80,40,140,100,1
"21263",0,0,42,851,140,20,120,100,1
"21264",0,0,42,851,120,80,100,100,1
"21265",0,0,42,851,100,140,100,60,0
"21266",0,0,42,851,160,0,100,100,1
"21267",0,0,42,851,120,0,140,140,1
"21268",0,0,42,851,120,120,140,40,0
"21269",0,0,42,851,140,140,120,80,0
"21270",0,0,42,851,80,80,140,40,0
"21271",0,0,42,851,120,120,140,80,0
"21272",0,0,42,851,100,20,100,100,1
"21273",0,0,42,851,120,0,140,100,1
"21274",0,0,42,851,160,80,140,160,1
"21275",0,0,42,851,200,0,180,20,1
"21276",1,1,45,852,140,140,120,180,0
"21277",1,1,45,852,140,0,120,140,1
"21278",1,1,45,852,140,120,80,80,0
"21279",1,1,45,852,140,100,100,40,0
"21280",1,1,45,852,100,140,100,200,0
"21281",1,1,45,852,80,0,140,100,1
"21282",1,1,45,852,160,40,120,80,0
"21283",1,1,45,852,120,40,140,100,1
"21284",1,1,45,852,140,160,160,120,1
"21285",1,1,45,852,100,100,200,0,1
"21286",1,1,45,852,100,200,100,100,0
"21287",1,1,45,852,80,40,140,100,1
"21288",1,1,45,852,140,20,120,100,1
"21289",1,1,45,852,120,80,100,100,0
"21290",1,1,45,852,100,140,100,60,0
"21291",1,1,45,852,160,0,100,100,1
"21292",1,1,45,852,120,0,140,140,1
"21293",1,1,45,852,120,120,140,40,0
"21294",1,1,45,852,140,140,120,80,0
"21295",1,1,45,852,80,80,140,40,1
"21296",1,1,45,852,120,120,140,80,0
"21297",1,1,45,852,100,20,100,100,1
"21298",1,1,45,852,120,0,140,100,1
"21299",1,1,45,852,160,80,140,160,1
"21300",1,1,45,852,200,0,180,20,1
"21301",0,1,43,853,140,140,120,180,0
"21302",0,1,43,853,140,0,120,140,1
"21303",0,1,43,853,140,120,80,80,0
"21304",0,1,43,853,140,100,100,40,0
"21305",0,1,43,853,100,140,100,200,0
"21306",0,1,43,853,80,0,140,100,1
"21307",0,1,43,853,160,40,120,80,1
"21308",0,1,43,853,120,40,140,100,1
"21309",0,1,43,853,140,160,160,120,0
"21310",0,1,43,853,100,100,200,0,0
"21311",0,1,43,853,100,200,100,100,1
"21312",0,1,43,853,80,40,140,100,1
"21313",0,1,43,853,140,20,120,100,1
"21314",0,1,43,853,120,80,100,100,1
"21315",0,1,43,853,100,140,100,60,0
"21316",0,1,43,853,160,0,100,100,1
"21317",0,1,43,853,120,0,140,140,1
"21318",0,1,43,853,120,120,140,40,0
"21319",0,1,43,853,140,140,120,80,0
"21320",0,1,43,853,80,80,140,40,0
"21321",0,1,43,853,120,120,140,80,0
"21322",0,1,43,853,100,20,100,100,1
"21323",0,1,43,853,120,0,140,100,1
"21324",0,1,43,853,160,80,140,160,1
"21325",0,1,43,853,200,0,180,20,1
"21326",1,0,44,854,140,140,120,180,1
"21327",1,0,44,854,140,0,120,140,1
"21328",1,0,44,854,140,120,80,80,0
"21329",1,0,44,854,140,100,100,40,0
"21330",1,0,44,854,100,140,100,200,1
"21331",1,0,44,854,80,0,140,100,1
"21332",1,0,44,854,160,40,120,80,1
"21333",1,0,44,854,120,40,140,100,1
"21334",1,0,44,854,140,160,160,120,0
"21335",1,0,44,854,100,100,200,0,0
"21336",1,0,44,854,100,200,100,100,0
"21337",1,0,44,854,80,40,140,100,1
"21338",1,0,44,854,140,20,120,100,1
"21339",1,0,44,854,120,80,100,100,1
"21340",1,0,44,854,100,140,100,60,0
"21341",1,0,44,854,160,0,100,100,1
"21342",1,0,44,854,120,0,140,140,1
"21343",1,0,44,854,120,120,140,40,0
"21344",1,0,44,854,140,140,120,80,0
"21345",1,0,44,854,80,80,140,40,0
"21346",1,0,44,854,120,120,140,80,0
"21347",1,0,44,854,100,20,100,100,1
"21348",1,0,44,854,120,0,140,100,1
"21349",1,0,44,854,160,80,140,160,1
"21350",1,0,44,854,200,0,180,20,1
"21351",0,0,32,855,140,140,120,180,0
"21352",0,0,32,855,140,0,120,140,1
"21353",0,0,32,855,140,120,80,80,0
"21354",0,0,32,855,140,100,100,40,0
"21355",0,0,32,855,100,140,100,200,0
"21356",0,0,32,855,80,0,140,100,1
"21357",0,0,32,855,160,40,120,80,1
"21358",0,0,32,855,120,40,140,100,1
"21359",0,0,32,855,140,160,160,120,1
"21360",0,0,32,855,100,100,200,0,0
"21361",0,0,32,855,100,200,100,100,1
"21362",0,0,32,855,80,40,140,100,1
"21363",0,0,32,855,140,20,120,100,1
"21364",0,0,32,855,120,80,100,100,1
"21365",0,0,32,855,100,140,100,60,0
"21366",0,0,32,855,160,0,100,100,1
"21367",0,0,32,855,120,0,140,140,1
"21368",0,0,32,855,120,120,140,40,0
"21369",0,0,32,855,140,140,120,80,0
"21370",0,0,32,855,80,80,140,40,0
"21371",0,0,32,855,120,120,140,80,0
"21372",0,0,32,855,100,20,100,100,1
"21373",0,0,32,855,120,0,140,100,1
"21374",0,0,32,855,160,80,140,160,1
"21375",0,0,32,855,200,0,180,20,1
"21376",0,1,23,856,140,140,120,180,0
"21377",0,1,23,856,140,0,120,140,1
"21378",0,1,23,856,140,120,80,80,0
"21379",0,1,23,856,140,100,100,40,0
"21380",0,1,23,856,100,140,100,200,0
"21381",0,1,23,856,80,0,140,100,1
"21382",0,1,23,856,160,40,120,80,1
"21383",0,1,23,856,120,40,140,100,1
"21384",0,1,23,856,140,160,160,120,0
"21385",0,1,23,856,100,100,200,0,0
"21386",0,1,23,856,100,200,100,100,1
"21387",0,1,23,856,80,40,140,100,1
"21388",0,1,23,856,140,20,120,100,1
"21389",0,1,23,856,120,80,100,100,1
"21390",0,1,23,856,100,140,100,60,0
"21391",0,1,23,856,160,0,100,100,1
"21392",0,1,23,856,120,0,140,140,1
"21393",0,1,23,856,120,120,140,40,0
"21394",0,1,23,856,140,140,120,80,0
"21395",0,1,23,856,80,80,140,40,0
"21396",0,1,23,856,120,120,140,80,0
"21397",0,1,23,856,100,20,100,100,1
"21398",0,1,23,856,120,0,140,100,1
"21399",0,1,23,856,160,80,140,160,1
"21400",0,1,23,856,200,0,180,20,1
"21401",0,0,41,857,140,140,120,180,0
"21402",0,0,41,857,140,0,120,140,1
"21403",0,0,41,857,140,120,80,80,0
"21404",0,0,41,857,140,100,100,40,0
"21405",0,0,41,857,100,140,100,200,0
"21406",0,0,41,857,80,0,140,100,1
"21407",0,0,41,857,160,40,120,80,1
"21408",0,0,41,857,120,40,140,100,1
"21409",0,0,41,857,140,160,160,120,0
"21410",0,0,41,857,100,100,200,0,0
"21411",0,0,41,857,100,200,100,100,1
"21412",0,0,41,857,80,40,140,100,1
"21413",0,0,41,857,140,20,120,100,1
"21414",0,0,41,857,120,80,100,100,1
"21415",0,0,41,857,100,140,100,60,0
"21416",0,0,41,857,160,0,100,100,1
"21417",0,0,41,857,120,0,140,140,1
"21418",0,0,41,857,120,120,140,40,0
"21419",0,0,41,857,140,140,120,80,0
"21420",0,0,41,857,80,80,140,40,0
"21421",0,0,41,857,120,120,140,80,0
"21422",0,0,41,857,100,20,100,100,1
"21423",0,0,41,857,120,0,140,100,1
"21424",0,0,41,857,160,80,140,160,1
"21425",0,0,41,857,200,0,180,20,1
"21426",1,0,37,858,140,140,120,180,0
"21427",1,0,37,858,140,0,120,140,1
"21428",1,0,37,858,140,120,80,80,0
"21429",1,0,37,858,140,100,100,40,0
"21430",1,0,37,858,100,140,100,200,1
"21431",1,0,37,858,80,0,140,100,1
"21432",1,0,37,858,160,40,120,80,1
"21433",1,0,37,858,120,40,140,100,1
"21434",1,0,37,858,140,160,160,120,0
"21435",1,0,37,858,100,100,200,0,0
"21436",1,0,37,858,100,200,100,100,0
"21437",1,0,37,858,80,40,140,100,1
"21438",1,0,37,858,140,20,120,100,1
"21439",1,0,37,858,120,80,100,100,1
"21440",1,0,37,858,100,140,100,60,0
"21441",1,0,37,858,160,0,100,100,1
"21442",1,0,37,858,120,0,140,140,1
"21443",1,0,37,858,120,120,140,40,0
"21444",1,0,37,858,140,140,120,80,0
"21445",1,0,37,858,80,80,140,40,0
"21446",1,0,37,858,120,120,140,80,1
"21447",1,0,37,858,100,20,100,100,1
"21448",1,0,37,858,120,0,140,100,1
"21449",1,0,37,858,160,80,140,160,1
"21450",1,0,37,858,200,0,180,20,1
"21451",1,1,27,859,140,140,120,180,0
"21452",1,1,27,859,140,0,120,140,1
"21453",1,1,27,859,140,120,80,80,0
"21454",1,1,27,859,140,100,100,40,0
"21455",1,1,27,859,100,140,100,200,0
"21456",1,1,27,859,80,0,140,100,1
"21457",1,1,27,859,160,40,120,80,0
"21458",1,1,27,859,120,40,140,100,1
"21459",1,1,27,859,140,160,160,120,1
"21460",1,1,27,859,100,100,200,0,1
"21461",1,1,27,859,100,200,100,100,1
"21462",1,1,27,859,80,40,140,100,1
"21463",1,1,27,859,140,20,120,100,0
"21464",1,1,27,859,120,80,100,100,1
"21465",1,1,27,859,100,140,100,60,0
"21466",1,1,27,859,160,0,100,100,0
"21467",1,1,27,859,120,0,140,140,1
"21468",1,1,27,859,120,120,140,40,0
"21469",1,1,27,859,140,140,120,80,0
"21470",1,1,27,859,80,80,140,40,1
"21471",1,1,27,859,120,120,140,80,0
"21472",1,1,27,859,100,20,100,100,1
"21473",1,1,27,859,120,0,140,100,1
"21474",1,1,27,859,160,80,140,160,0
"21475",1,1,27,859,200,0,180,20,0
"21476",0,0,38,860,140,140,120,180,0
"21477",0,0,38,860,140,0,120,140,1
"21478",0,0,38,860,140,120,80,80,0
"21479",0,0,38,860,140,100,100,40,0
"21480",0,0,38,860,100,140,100,200,0
"21481",0,0,38,860,80,0,140,100,1
"21482",0,0,38,860,160,40,120,80,1
"21483",0,0,38,860,120,40,140,100,1
"21484",0,0,38,860,140,160,160,120,1
"21485",0,0,38,860,100,100,200,0,0
"21486",0,0,38,860,100,200,100,100,1
"21487",0,0,38,860,80,40,140,100,1
"21488",0,0,38,860,140,20,120,100,1
"21489",0,0,38,860,120,80,100,100,1
"21490",0,0,38,860,100,140,100,60,0
"21491",0,0,38,860,160,0,100,100,1
"21492",0,0,38,860,120,0,140,140,1
"21493",0,0,38,860,120,120,140,40,0
"21494",0,0,38,860,140,140,120,80,0
"21495",0,0,38,860,80,80,140,40,0
"21496",0,0,38,860,120,120,140,80,0
"21497",0,0,38,860,100,20,100,100,1
"21498",0,0,38,860,120,0,140,100,1
"21499",0,0,38,860,160,80,140,160,1
"21500",0,0,38,860,200,0,180,20,1
"21501",1,0,37,861,140,140,120,180,1
"21502",1,0,37,861,140,0,120,140,1
"21503",1,0,37,861,140,120,80,80,0
"21504",1,0,37,861,140,100,100,40,0
"21505",1,0,37,861,100,140,100,200,1
"21506",1,0,37,861,80,0,140,100,1
"21507",1,0,37,861,160,40,120,80,1
"21508",1,0,37,861,120,40,140,100,1
"21509",1,0,37,861,140,160,160,120,1
"21510",1,0,37,861,100,100,200,0,0
"21511",1,0,37,861,100,200,100,100,0
"21512",1,0,37,861,80,40,140,100,1
"21513",1,0,37,861,140,20,120,100,1
"21514",1,0,37,861,120,80,100,100,1
"21515",1,0,37,861,100,140,100,60,0
"21516",1,0,37,861,160,0,100,100,1
"21517",1,0,37,861,120,0,140,140,1
"21518",1,0,37,861,120,120,140,40,0
"21519",1,0,37,861,140,140,120,80,0
"21520",1,0,37,861,80,80,140,40,0
"21521",1,0,37,861,120,120,140,80,0
"21522",1,0,37,861,100,20,100,100,1
"21523",1,0,37,861,120,0,140,100,1
"21524",1,0,37,861,160,80,140,160,1
"21525",1,0,37,861,200,0,180,20,1
"21526",1,0,48,862,140,140,120,180,1
"21527",1,0,48,862,140,0,120,140,1
"21528",1,0,48,862,140,120,80,80,0
"21529",1,0,48,862,140,100,100,40,0
"21530",1,0,48,862,100,140,100,200,1
"21531",1,0,48,862,80,0,140,100,1
"21532",1,0,48,862,160,40,120,80,1
"21533",1,0,48,862,120,40,140,100,1
"21534",1,0,48,862,140,160,160,120,0
"21535",1,0,48,862,100,100,200,0,0
"21536",1,0,48,862,100,200,100,100,0
"21537",1,0,48,862,80,40,140,100,1
"21538",1,0,48,862,140,20,120,100,1
"21539",1,0,48,862,120,80,100,100,1
"21540",1,0,48,862,100,140,100,60,0
"21541",1,0,48,862,160,0,100,100,1
"21542",1,0,48,862,120,0,140,140,1
"21543",1,0,48,862,120,120,140,40,0
"21544",1,0,48,862,140,140,120,80,0
"21545",1,0,48,862,80,80,140,40,0
"21546",1,0,48,862,120,120,140,80,0
"21547",1,0,48,862,100,20,100,100,1
"21548",1,0,48,862,120,0,140,100,1
"21549",1,0,48,862,160,80,140,160,1
"21550",1,0,48,862,200,0,180,20,1
"21551",0,0,24,863,140,140,120,180,0
"21552",0,0,24,863,140,0,120,140,1
"21553",0,0,24,863,140,120,80,80,0
"21554",0,0,24,863,140,100,100,40,0
"21555",0,0,24,863,100,140,100,200,0
"21556",0,0,24,863,80,0,140,100,1
"21557",0,0,24,863,160,40,120,80,0
"21558",0,0,24,863,120,40,140,100,1
"21559",0,0,24,863,140,160,160,120,1
"21560",0,0,24,863,100,100,200,0,0
"21561",0,0,24,863,100,200,100,100,1
"21562",0,0,24,863,80,40,140,100,1
"21563",0,0,24,863,140,20,120,100,1
"21564",0,0,24,863,120,80,100,100,1
"21565",0,0,24,863,100,140,100,60,0
"21566",0,0,24,863,160,0,100,100,1
"21567",0,0,24,863,120,0,140,140,1
"21568",0,0,24,863,120,120,140,40,0
"21569",0,0,24,863,140,140,120,80,0
"21570",0,0,24,863,80,80,140,40,1
"21571",0,0,24,863,120,120,140,80,0
"21572",0,0,24,863,100,20,100,100,1
"21573",0,0,24,863,120,0,140,100,1
"21574",0,0,24,863,160,80,140,160,1
"21575",0,0,24,863,200,0,180,20,1
"21576",0,0,27,864,140,140,120,180,0
"21577",0,0,27,864,140,0,120,140,1
"21578",0,0,27,864,140,120,80,80,0
"21579",0,0,27,864,140,100,100,40,0
"21580",0,0,27,864,100,140,100,200,0
"21581",0,0,27,864,80,0,140,100,1
"21582",0,0,27,864,160,40,120,80,1
"21583",0,0,27,864,120,40,140,100,1
"21584",0,0,27,864,140,160,160,120,1
"21585",0,0,27,864,100,100,200,0,0
"21586",0,0,27,864,100,200,100,100,1
"21587",0,0,27,864,80,40,140,100,1
"21588",0,0,27,864,140,20,120,100,1
"21589",0,0,27,864,120,80,100,100,0
"21590",0,0,27,864,100,140,100,60,0
"21591",0,0,27,864,160,0,100,100,1
"21592",0,0,27,864,120,0,140,140,1
"21593",0,0,27,864,120,120,140,40,0
"21594",0,0,27,864,140,140,120,80,0
"21595",0,0,27,864,80,80,140,40,0
"21596",0,0,27,864,120,120,140,80,0
"21597",0,0,27,864,100,20,100,100,1
"21598",0,0,27,864,120,0,140,100,1
"21599",0,0,27,864,160,80,140,160,1
"21600",0,0,27,864,200,0,180,20,1
"21601",0,0,50,865,140,140,120,180,0
"21602",0,0,50,865,140,0,120,140,1
"21603",0,0,50,865,140,120,80,80,0
"21604",0,0,50,865,140,100,100,40,0
"21605",0,0,50,865,100,140,100,200,0
"21606",0,0,50,865,80,0,140,100,1
"21607",0,0,50,865,160,40,120,80,1
"21608",0,0,50,865,120,40,140,100,1
"21609",0,0,50,865,140,160,160,120,0
"21610",0,0,50,865,100,100,200,0,0
"21611",0,0,50,865,100,200,100,100,1
"21612",0,0,50,865,80,40,140,100,1
"21613",0,0,50,865,140,20,120,100,1
"21614",0,0,50,865,120,80,100,100,1
"21615",0,0,50,865,100,140,100,60,0
"21616",0,0,50,865,160,0,100,100,1
"21617",0,0,50,865,120,0,140,140,1
"21618",0,0,50,865,120,120,140,40,0
"21619",0,0,50,865,140,140,120,80,0
"21620",0,0,50,865,80,80,140,40,0
"21621",0,0,50,865,120,120,140,80,0
"21622",0,0,50,865,100,20,100,100,1
"21623",0,0,50,865,120,0,140,100,1
"21624",0,0,50,865,160,80,140,160,1
"21625",0,0,50,865,200,0,180,20,0
"21626",0,1,29,866,140,140,120,180,0
"21627",0,1,29,866,140,0,120,140,1
"21628",0,1,29,866,140,120,80,80,0
"21629",0,1,29,866,140,100,100,40,0
"21630",0,1,29,866,100,140,100,200,0
"21631",0,1,29,866,80,0,140,100,1
"21632",0,1,29,866,160,40,120,80,1
"21633",0,1,29,866,120,40,140,100,1
"21634",0,1,29,866,140,160,160,120,0
"21635",0,1,29,866,100,100,200,0,0
"21636",0,1,29,866,100,200,100,100,1
"21637",0,1,29,866,80,40,140,100,1
"21638",0,1,29,866,140,20,120,100,1
"21639",0,1,29,866,120,80,100,100,1
"21640",0,1,29,866,100,140,100,60,0
"21641",0,1,29,866,160,0,100,100,1
"21642",0,1,29,866,120,0,140,140,1
"21643",0,1,29,866,120,120,140,40,0
"21644",0,1,29,866,140,140,120,80,0
"21645",0,1,29,866,80,80,140,40,0
"21646",0,1,29,866,120,120,140,80,0
"21647",0,1,29,866,100,20,100,100,1
"21648",0,1,29,866,120,0,140,100,1
"21649",0,1,29,866,160,80,140,160,1
"21650",0,1,29,866,200,0,180,20,1
"21651",0,0,30,867,140,140,120,180,0
"21652",0,0,30,867,140,0,120,140,1
"21653",0,0,30,867,140,120,80,80,0
"21654",0,0,30,867,140,100,100,40,0
"21655",0,0,30,867,100,140,100,200,0
"21656",0,0,30,867,80,0,140,100,1
"21657",0,0,30,867,160,40,120,80,1
"21658",0,0,30,867,120,40,140,100,1
"21659",0,0,30,867,140,160,160,120,1
"21660",0,0,30,867,100,100,200,0,0
"21661",0,0,30,867,100,200,100,100,1
"21662",0,0,30,867,80,40,140,100,1
"21663",0,0,30,867,140,20,120,100,1
"21664",0,0,30,867,120,80,100,100,1
"21665",0,0,30,867,100,140,100,60,0
"21666",0,0,30,867,160,0,100,100,1
"21667",0,0,30,867,120,0,140,140,1
"21668",0,0,30,867,120,120,140,40,0
"21669",0,0,30,867,140,140,120,80,0
"21670",0,0,30,867,80,80,140,40,1
"21671",0,0,30,867,120,120,140,80,0
"21672",0,0,30,867,100,20,100,100,1
"21673",0,0,30,867,120,0,140,100,1
"21674",0,0,30,867,160,80,140,160,1
"21675",0,0,30,867,200,0,180,20,1
"21676",0,0,24,868,140,140,120,180,0
"21677",0,0,24,868,140,0,120,140,1
"21678",0,0,24,868,140,120,80,80,0
"21679",0,0,24,868,140,100,100,40,0
"21680",0,0,24,868,100,140,100,200,0
"21681",0,0,24,868,80,0,140,100,1
"21682",0,0,24,868,160,40,120,80,1
"21683",0,0,24,868,120,40,140,100,1
"21684",0,0,24,868,140,160,160,120,1
"21685",0,0,24,868,100,100,200,0,0
"21686",0,0,24,868,100,200,100,100,1
"21687",0,0,24,868,80,40,140,100,1
"21688",0,0,24,868,140,20,120,100,1
"21689",0,0,24,868,120,80,100,100,0
"21690",0,0,24,868,100,140,100,60,0
"21691",0,0,24,868,160,0,100,100,1
"21692",0,0,24,868,120,0,140,140,1
"21693",0,0,24,868,120,120,140,40,0
"21694",0,0,24,868,140,140,120,80,0
"21695",0,0,24,868,80,80,140,40,1
"21696",0,0,24,868,120,120,140,80,0
"21697",0,0,24,868,100,20,100,100,1
"21698",0,0,24,868,120,0,140,100,1
"21699",0,0,24,868,160,80,140,160,1
"21700",0,0,24,868,200,0,180,20,0
"21701",1,1,47,869,140,140,120,180,0
"21702",1,1,47,869,140,0,120,140,1
"21703",1,1,47,869,140,120,80,80,0
"21704",1,1,47,869,140,100,100,40,0
"21705",1,1,47,869,100,140,100,200,1
"21706",1,1,47,869,80,0,140,100,1
"21707",1,1,47,869,160,40,120,80,1
"21708",1,1,47,869,120,40,140,100,1
"21709",1,1,47,869,140,160,160,120,1
"21710",1,1,47,869,100,100,200,0,1
"21711",1,1,47,869,100,200,100,100,0
"21712",1,1,47,869,80,40,140,100,1
"21713",1,1,47,869,140,20,120,100,1
"21714",1,1,47,869,120,80,100,100,1
"21715",1,1,47,869,100,140,100,60,0
"21716",1,1,47,869,160,0,100,100,1
"21717",1,1,47,869,120,0,140,140,1
"21718",1,1,47,869,120,120,140,40,0
"21719",1,1,47,869,140,140,120,80,0
"21720",1,1,47,869,80,80,140,40,1
"21721",1,1,47,869,120,120,140,80,0
"21722",1,1,47,869,100,20,100,100,1
"21723",1,1,47,869,120,0,140,100,1
"21724",1,1,47,869,160,80,140,160,1
"21725",1,1,47,869,200,0,180,20,1
"21726",0,0,40,870,140,140,120,180,0
"21727",0,0,40,870,140,0,120,140,1
"21728",0,0,40,870,140,120,80,80,0
"21729",0,0,40,870,140,100,100,40,0
"21730",0,0,40,870,100,140,100,200,0
"21731",0,0,40,870,80,0,140,100,1
"21732",0,0,40,870,160,40,120,80,1
"21733",0,0,40,870,120,40,140,100,1
"21734",0,0,40,870,140,160,160,120,0
"21735",0,0,40,870,100,100,200,0,0
"21736",0,0,40,870,100,200,100,100,1
"21737",0,0,40,870,80,40,140,100,1
"21738",0,0,40,870,140,20,120,100,1
"21739",0,0,40,870,120,80,100,100,1
"21740",0,0,40,870,100,140,100,60,0
"21741",0,0,40,870,160,0,100,100,1
"21742",0,0,40,870,120,0,140,140,1
"21743",0,0,40,870,120,120,140,40,0
"21744",0,0,40,870,140,140,120,80,0
"21745",0,0,40,870,80,80,140,40,0
"21746",0,0,40,870,120,120,140,80,0
"21747",0,0,40,870,100,20,100,100,1
"21748",0,0,40,870,120,0,140,100,1
"21749",0,0,40,870,160,80,140,160,1
"21750",0,0,40,870,200,0,180,20,1
"21751",0,1,43,871,140,140,120,180,0
"21752",0,1,43,871,140,0,120,140,1
"21753",0,1,43,871,140,120,80,80,0
"21754",0,1,43,871,140,100,100,40,0
"21755",0,1,43,871,100,140,100,200,0
"21756",0,1,43,871,80,0,140,100,1
"21757",0,1,43,871,160,40,120,80,1
"21758",0,1,43,871,120,40,140,100,1
"21759",0,1,43,871,140,160,160,120,0
"21760",0,1,43,871,100,100,200,0,0
"21761",0,1,43,871,100,200,100,100,1
"21762",0,1,43,871,80,40,140,100,1
"21763",0,1,43,871,140,20,120,100,1
"21764",0,1,43,871,120,80,100,100,1
"21765",0,1,43,871,100,140,100,60,0
"21766",0,1,43,871,160,0,100,100,1
"21767",0,1,43,871,120,0,140,140,1
"21768",0,1,43,871,120,120,140,40,0
"21769",0,1,43,871,140,140,120,80,0
"21770",0,1,43,871,80,80,140,40,0
"21771",0,1,43,871,120,120,140,80,0
"21772",0,1,43,871,100,20,100,100,1
"21773",0,1,43,871,120,0,140,100,1
"21774",0,1,43,871,160,80,140,160,1
"21775",0,1,43,871,200,0,180,20,1
"21776",0,0,25,872,140,140,120,180,0
"21777",0,0,25,872,140,0,120,140,1
"21778",0,0,25,872,140,120,80,80,0
"21779",0,0,25,872,140,100,100,40,0
"21780",0,0,25,872,100,140,100,200,0
"21781",0,0,25,872,80,0,140,100,1
"21782",0,0,25,872,160,40,120,80,0
"21783",0,0,25,872,120,40,140,100,1
"21784",0,0,25,872,140,160,160,120,0
"21785",0,0,25,872,100,100,200,0,0
"21786",0,0,25,872,100,200,100,100,1
"21787",0,0,25,872,80,40,140,100,1
"21788",0,0,25,872,140,20,120,100,1
"21789",0,0,25,872,120,80,100,100,0
"21790",0,0,25,872,100,140,100,60,0
"21791",0,0,25,872,160,0,100,100,1
"21792",0,0,25,872,120,0,140,140,1
"21793",0,0,25,872,120,120,140,40,0
"21794",0,0,25,872,140,140,120,80,0
"21795",0,0,25,872,80,80,140,40,0
"21796",0,0,25,872,120,120,140,80,0
"21797",0,0,25,872,100,20,100,100,1
"21798",0,0,25,872,120,0,140,100,1
"21799",0,0,25,872,160,80,140,160,1
"21800",0,0,25,872,200,0,180,20,0
"21801",1,0,49,873,140,140,120,180,1
"21802",1,0,49,873,140,0,120,140,1
"21803",1,0,49,873,140,120,80,80,0
"21804",1,0,49,873,140,100,100,40,0
"21805",1,0,49,873,100,140,100,200,1
"21806",1,0,49,873,80,0,140,100,1
"21807",1,0,49,873,160,40,120,80,1
"21808",1,0,49,873,120,40,140,100,1
"21809",1,0,49,873,140,160,160,120,0
